positnSn,positnNm,positnRgnNm,positnLotnoAddr,positnRdnmAddr,positnPstnAddExpln,positnPstnLat,positnPstnLot,positnIntdcCn,positnCnvncFcltSrvcExpln,prkMthdExpln,monSalsHrExplnCn,tuesSalsHrExplnCn,wedSalsHrExplnCn,thurSalsHrExplnCn,friSalsHrExplnCn,satSalsHrExplnCn,sunSalsHrExplnCn,lhldySalsHrExplnCn,lhldyDyoffCn,tmprLhldyCn,dyoffBgndeCn,dyoffEnddtCn,dyoffRsnExpln,bscTelnoCn,rprsTelnoCn,telnoExpln,indivTelnoCn,lnkgHmpgUrlAddr,indivRelSrchListCn,comRelSrwrdListCn,clctItemCn,etcMttrCn
342,금가면행정복지센터,충북 충주시,,충북 충주시 금가면 강수로 331,,37.0429218,127.9245288,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
343,동량면행정복지센터,충북 충주시,,충북 충주시 동량면 조돈안길 1,,37.0262757,127.9630409,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
344,산척면행정복지센터,충북 충주시,,충북 충주시 산척면 동산로 736,,37.0816716,127.9559185,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
345,엄정면행정복지센터,충북 충주시,,충북 충주시 엄정면 내창로 185,,37.086558,127.9149647,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
346,소태면행정복지센터,충북 충주시,,충북 충주시 소태면 쟁골1길 1,,37.1098388,127.8477184,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
347,괴산읍행정복지센터,충북 괴산군,,충북 괴산군 괴산읍 읍내로13길 50,,36.8116689,127.7909421,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
348,감물면행정복지센터,충북 괴산군,,충북 괴산군 감물면 충민로신대길 13,,,,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
349,장안면행정복지센터,충북 괴산군,,충북 괴산군 장안면 미선로오가5길 7,,36.8241517,127.9552369,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
350,연풍면행정복지센터,충북 괴산군,,충북 괴산군 연풍면 향교로 71,,37.2703227,127.0084176,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
351,칠성면행정복지센터,충북 괴산군,,충북 괴산군 칠성면 도정로 61,,36.7881419,127.8640387,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
352,문광면행정복지센터,충북 괴산군,,충북 괴산군 문광면 광덕길 27,,36.7899075,127.7850233,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
353,청천면행정복지센터,충북 괴산군,,충북 괴산군 청천면 괴산로 1342-1,,,,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
354,청안면행정복지센터,충북 괴산군,,충북 괴산군 청안면 청안읍내로2길 7,,36.7718785,127.6397283,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
355,사리면행정복지센터,충북 괴산군,,충북 괴산군 사리면 사리로 242,,36.8168174,127.6486605,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
356,소수면행정복지센터,충북 괴산군,,충북 괴산군 소수면 소수로6길 27,,36.8558552,127.7445094,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
357,불정면행정복지센터,충북 괴산군,,충북 괴산군 불정면 목도로2길 11,,36.8711323,127.8540711,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,830-3646(환경과),043-830-3646,환경과,,www.goesan.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
358,보은읍행정복지센터,충북 보은군,,충북 보은군 보은읍 삼산로 50,,35.5333742,129.313462,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
359,속리산면행정복지센터,충북 보은군,,충북 보은군 속리산면 법주사로 12,,36.5122157,127.8103396,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
360,장아면행정복지센터,충북 보은군,,충북 보은군 장안면 장안로 37,,36.469823,127.7889619,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
361,마로면행정복지센터,충북 보은군,,충북 보은군 마로면 관기1길 30,,36.4352123,127.8153868,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
362,탄부면행정복지센터,충북 보은군,,충북 보은군 탄부면 하장2길 15,,36.4305363,127.7959499,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
363,삼승면행정복지센터,충북 보은군,,충북 보은군 삼승면 삼승탄부로 12,,36.3968121,127.7330906,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
364,수한면행정복지센터,충북 보은군,,충북 보은군 수한면 후평바리미길 13,,36.4793072,127.6990075,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
365,회남면행정복지센터,충북 보은군,,충북 보은군 회남면 회남로 1901,,36.4451939,127.5790921,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
366,회인면행정복지센터,충북 보은군,,충북 보은군 회인면 회인로 81,,36.4947915,127.5964287,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
367,내북면행정복지센터,충북 보은군,,충북 보은군 내북면 남부로 6274,,36.5605438,127.6738556,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
368,산외면행정복지센터,충북 보은군,,충북 보은군 산외면 구티1길 33,,36.5525533,127.7.23106,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,540-3263(환경위생과),043-540-3263,환경위생과,,www.boeun.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
369,영동읍행정복지센터,충북 영동군,,충북 영동군 영동읍 동정로 1,,36.1747028,127.7830342,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd21.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
370,용산면행정복지센터,충북 영동군,,충북 영동군 용산면 용산로 324,,36.2595613,127.8295005,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd22.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
371,황간면행정복지센터,충북 영동군,,충북 영동군 황간면 남성2길 11,,36.2283585,127.9105746,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd23.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
372,추풍령면행정복지센터,충북 영동군,,충북 영동군 추풍령면 추풍령로4길 27,,36.2145192,127.998724,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd24.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
373,매곡면행정복지센터,충북 영동군,,충북 영동군 매골면 민주지산로 3595,,36.1908047,127.1908047,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd25.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
374,상촌면행정복지센터,충북 영동군,,충북 영동군 상촌면 민주지산로 3017,,36.1488327,127.9142388,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd26.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
375,양강면행정복지센터,충북 영동군,,충북 영동군 양강면 괴목로 17,,36.1523439,127.7509343,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd27.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
376,용화면행정복지센터,충북 영동군,,충북 영동군 용화면 민주지산로 111,,36.020794,127.7671179,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd28.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
377,학산면행정복지센터,충북 영동군,,충북 영동군 학산면 서산로 76,,36.099309,127.6845053,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd29.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
378,양산면행정복지센터,충북 영동군,,충북 영동군 양산면 확산양산로 317,,36.1223677,127.6692356,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd30.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
379,삼천면행정복지센터,충북 영동군,,충북 영동군 삼천면 삼천로 104,,,,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,740-3413(환경과),043-740-3413,환경과,,www.yd31.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
380,음성읍행정복지센터,충북 음성군,,충북 음성군 음성읍 예술로 106,,36.9310808,127.6792009,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
381,금왕읍행정복지센터,충북 음성군,,충북 음성군 금왕읍 무극로 221,,36.9923023,127.5862085,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
382,소이면행정복지센터,충북 음성군,,충북 음성군 소이면 소이로 409,,36.9234047,127.7574516,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
383,원남면행정복지센터,충북 음성군,,충북 음성군 원남면 원중로 19,,36.8753033,127.6488018,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
384,맹동면행정복지센터,충북 음성군,,충북 음성군 맹동면 대동로 33,,36.9299382,127.5627013,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
385,대소면행정복지센터,충북 음성군,,충북 음성군 대소면 오태로 57-16,,36.971723,127.4833538,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,871-5493(청소위생과),043-871-5493,청소위생과,,www.eumseong.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
